date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:42:02	48498/48498	---MCZ	200	added ('OK')	text/html	etag:%222435dda887644270979b9393049b0321-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/faculty	E:/Addmission/lovely-bavarois-b19658.netlify.app/faculty.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:03	43422/43422	---MCZ	200	added ('OK')	text/html	etag:%224192c9db9a1eb745e353b8a799103d84-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/admission	E:/Addmission/lovely-bavarois-b19658.netlify.app/admission.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:04	40853/40853	---MCZ	200	added ('OK')	text/html	etag:%22c3411a49a218c1fa577a8317639aed58-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/how-to-apply	E:/Addmission/lovely-bavarois-b19658.netlify.app/how-to-apply.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:05	60935/60935	---MCZ	200	added ('OK')	text/html	etag:%220716b2fcfd53e271a8d16d0a661e2775-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/tuition-fees	E:/Addmission/lovely-bavarois-b19658.netlify.app/tuition-fees.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:05	39809/39809	---MCZ	200	added ('OK')	text/html	etag:%224e35c2579f6da8b6f14804ee6c287a6a-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/financial-aid	E:/Addmission/lovely-bavarois-b19658.netlify.app/financial-aid.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:05	47912/47912	---MCZ	200	added ('OK')	text/html	etag:%227e1af27c05210f66c1438e737bf715d6-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/date-deadlines	E:/Addmission/lovely-bavarois-b19658.netlify.app/date-deadlines.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:06	41464/41464	---MCZ	200	added ('OK')	text/html	etag:%22a67d62febd21d47b8738b0cfc613146d-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/schedule-tour	E:/Addmission/lovely-bavarois-b19658.netlify.app/schedule-tour.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:07	81938/81938	---MCZ	200	added ('OK')	text/html	etag:%222224c229174cfa905fc9ee88d36ff14b-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/courses	E:/Addmission/lovely-bavarois-b19658.netlify.app/courses.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:09	48059/48059	---MCZ	200	added ('OK')	text/html	etag:%22f8ace53a276d011decf9626cc0181820-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/courses-details	E:/Addmission/lovely-bavarois-b19658.netlify.app/courses-details.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:09	41170/41170	---MCZ	200	added ('OK')	text/html	etag:%2226be43ac8025e5ec63e702dbcd85d28f-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/university-life	E:/Addmission/lovely-bavarois-b19658.netlify.app/university-life.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:10	42527/42527	---MCZ	200	added ('OK')	text/html	etag:%22b44e902ca508f0ff04d99e25e2a44889-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/the-campus-experience	E:/Addmission/lovely-bavarois-b19658.netlify.app/the-campus-experience.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:11	39177/39177	---MCZ	200	added ('OK')	text/html	etag:%229de7129548bd5ac2953384b99f7e3d05-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/fitness-athletics	E:/Addmission/lovely-bavarois-b19658.netlify.app/fitness-athletics.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:11	40849/40849	---MCZ	200	added ('OK')	text/html	etag:%226ba68d0f886a4ef123c850d865ea3324-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/support-guidance	E:/Addmission/lovely-bavarois-b19658.netlify.app/support-guidance.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:12	39625/39625	---MCZ	200	added ('OK')	text/html	etag:%2220163695d4827bef11d79bff768adbc9-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/student-activities	E:/Addmission/lovely-bavarois-b19658.netlify.app/student-activities.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:13	41320/41320	---MCZ	200	added ('OK')	text/html	etag:%228643ee3064fcad369db522cf7d389b7f-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/contact-us	E:/Addmission/lovely-bavarois-b19658.netlify.app/contact-us.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:13	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1740646702-ssl-df	https://lovely-bavarois-b19658.netlify.app/contact@Clgunme.edu	E:/Addmission/lovely-bavarois-b19658.netlify.app/contact@Clgunme.25.delayed	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:14	47258/47258	---MCZ	200	added ('OK')	text/html	etag:%22fb11d3948b04d4269c6d7a630b513152-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/application-form	E:/Addmission/lovely-bavarois-b19658.netlify.app/application-form.html	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:14	735/735	---M--	200	added ('OK')	image/png	etag:%22331723f376cb05de816de3d1727e84db-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/icon/features-icon-2.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/icon/features-icon-2.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:14	820/820	---M--	200	added ('OK')	image/png	etag:%2237adacb8c6d8713adc9ba1e1620406b0-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/icon/features-icon-1.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/icon/features-icon-1.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:15	2088/2088	---M--	200	added ('OK')	image/png	etag:%22ee7cfdaee434c4e1573f3b6d46af764e-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/icon/shape-1.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/icon/shape-1.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:16	49433/49433	---M--	200	added ('OK')	image/png	etag:%222cb83805080cafa4900b03ad8ae4c31a-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/academic-image-1.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/academic-image-1.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:16	37896/37896	---M--	200	added ('OK')	image/png	etag:%22f2ccdc3dad125e9924cf87ded14cc2a9-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/academic-image-2.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/academic-image-2.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:17	48379/48379	---M--	200	added ('OK')	image/png	etag:%224435b621b2605c7847810e5dd687885c-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/academic-image-3.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/academic-image-3.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:17	32696/32696	---M--	200	added ('OK')	image/png	etag:%22739b56396fa27a7bd3a40e3b9009540f-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/academic-image-4.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/academic-image-4.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:18	68541/68541	---M--	200	added ('OK')	image/png	etag:%2247d5ddaf0d57e289da8cb6edd31850b1-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/news-image-1.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/news-image-1.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:18	74753/74753	---M--	200	added ('OK')	image/png	etag:%22130e2fdcd3d8b9c3ea176d2c9880102d-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/news-image-2.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/news-image-2.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:18	69262/69262	---M--	200	added ('OK')	image/png	etag:%225bb574c259c34de73abfac908e79c022-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/news-image-3.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/news-image-3.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:19	6012/6012	---M--	200	added ('OK')	image/png	etag:%2218b7dc1f429fb0ac1f6b551af1bdf645-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/news-image-4.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/news-image-4.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:19	6384/6384	---M--	200	added ('OK')	image/png	etag:%222e66f4fd79fe5bcda68eb26be704d392-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/news-image-5.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/news-image-5.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:20	2995/2995	---M--	200	added ('OK')	image/png	etag:%2209e391c3a3b35ddf379c97f23288db41-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/admin-image.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/admin-image.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:20	902/902	---M--	200	added ('OK')	image/png	etag:%22a8ad91acd717a2d321844982e44bc66f-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/icon/trophy-star.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/icon/trophy-star.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:21	484930/484930	---M--	200	added ('OK')	image/png	etag:%22cf97e870fcf700e8d755ef4eef4aaae0-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/campus-image-1.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/campus-image-1.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:21	321901/321901	---M--	200	added ('OK')	image/png	etag:%225daec70cf9eb50112c3cc8b09d359d39-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/campus-image-2.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/campus-image-2.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:22	344187/344187	---M--	200	added ('OK')	image/png	etag:%22511304106a5d79ea2f6f3bbb50f849fe-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/campus-image-3.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/campus-image-3.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:22	56259/56259	---M--	200	added ('OK')	image/png	etag:%223dbb9ac346e621005a71b03adbfa5e9b-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/activities-image-1.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/activities-image-1.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:23	59318/59318	---M--	200	added ('OK')	image/png	etag:%22d6853fa0d39b2e955219ff36c1684c91-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/activities-image-2.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/activities-image-2.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:23	47660/47660	---M--	200	added ('OK')	image/png	etag:%224f8d9b664d9bde8120c3862494fab12a-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/activities-image-3.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/activities-image-3.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:24	113418/113418	---M--	200	added ('OK')	image/png	etag:%22ff549412a5b9856bae9e843c1992b225-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/events-image-1.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/events-image-1.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:24	35104/35104	---M--	200	added ('OK')	image/png	etag:%2269dd888c4bac5a8fe2c7ff6c4a1276a5-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/events-image-2.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/events-image-2.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:25	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1740646702-ssl-df	https://lovely-bavarois-b19658.netlify.app/v	E:/Addmission/lovely-bavarois-b19658.netlify.app/v.3d.delayed	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:25	56128/56128	---M--	200	added ('OK')	image/png	etag:%220ab4645818c1ec77c2335ac6ef2139d3-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/events-image-3.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/events-image-3.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:25	53503/53503	---M--	200	added ('OK')	image/png	etag:%22bfff4cdfa761f7c5aedab26109c38515-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/success-image-1.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/success-image-1.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:26	45172/45172	---M--	200	added ('OK')	image/png	etag:%22cef63d08c26b2a51110810897635ca41-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/success-image-2.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/success-image-2.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:26	54287/54287	---M--	200	added ('OK')	image/png	etag:%224095378cfbbd47171cb5ec1589c69018-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/all-img/success-image-3.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/all-img/success-image-3.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:27	4171/4171	---M--	200	added ('OK')	image/png	etag:%22cb2ebd04be3b6b357fbcddcccdba1e70-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/img/logo/footer-Logo.png	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/img/logo/footer-Logo.png	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:28	89475/89475	---MCZ	200	added ('OK')	application/javascript	etag:%22ae6e3aca1d9419b576d907c5c91a58dd-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/assets/js/jquery.min.js	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/js/jquery.min.js	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:28	13799/13799	---MCZ	200	added ('OK')	application/javascript	etag:%22f97dbc0540a94b69b08808bd8ea35589-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/assets/js/aos.js	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/js/aos.js	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:29	80421/80421	---MCZ	200	added ('OK')	application/javascript	etag:%2282628808f0d06008e2104e718543ee80-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/assets/js/bootstrap.min.js	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/js/bootstrap.min.js	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:30	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:%22de7e372104543a7f474f79429d52f241-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/assets/js/magnific-popup.min.js	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/js/magnific-popup.min.js	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:31	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:%22f4ca2a1a5060b65b0db131c59ff2f216-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/assets/js/owl.carousel.min.js	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/js/owl.carousel.min.js	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:31	4303/4303	---MCZ	200	added ('OK')	application/javascript	etag:%22d0663606028c37645f283fd19d7a47cd-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/assets/js/main.js	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/js/main.js	(from https://lovely-bavarois-b19658.netlify.app/?storefront=envato-elements)
23:42:32	89924/89924	---M--	200	added ('OK')	font/woff2	etag:%224d9fe9929bd80b3fe1884c46e23e9325-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/fonts/boxicons.woff2	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/fonts/boxicons.woff2	(from https://lovely-bavarois-b19658.netlify.app/assets/css/boxicons.min.css)
23:42:33	263296/263296	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22aeb054aa7e28889e080d356660f14def-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/assets/fonts/boxicons.eot	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/fonts/boxicons.eot	(from https://lovely-bavarois-b19658.netlify.app/assets/css/boxicons.min.css)
23:42:33	263204/263204	---MCZ	200	added ('OK')	application/font-woff	etag:%221bff9cc44b67b6bb473a54cf00443d61-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/assets/fonts/boxicons.woff	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/fonts/boxicons.woff	(from https://lovely-bavarois-b19658.netlify.app/assets/css/boxicons.min.css)
23:42:34	263128/263128	---M--	200	added ('OK')	font/ttf	etag:%2269f90ada1cf57f821022112b23749966-ssl%22	https://lovely-bavarois-b19658.netlify.app/assets/fonts/boxicons.ttf	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/fonts/boxicons.ttf	(from https://lovely-bavarois-b19658.netlify.app/assets/css/boxicons.min.css)
23:42:35	933813/933813	---MCZ	200	added ('OK')	image/svg+xml	etag:%22ee5a821179820048b3e09bba6cc15f5f-ssl-df%22	https://lovely-bavarois-b19658.netlify.app/assets/fonts/boxicons.svg?	E:/Addmission/lovely-bavarois-b19658.netlify.app/assets/fonts/boxiconsd41d.svg	(from https://lovely-bavarois-b19658.netlify.app/assets/css/boxicons.min.css)
